what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1316810165059
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1316810166431
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1316810167210
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1316810172714
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1316810176424
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1316810176627
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1316810176674
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1316810202570
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1316810203786
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1316810213452
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1316810214481
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1316810216321
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1316810220671
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1316810224677
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1316810225753
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1316810227187
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1316810228357
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1316810242061
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316810242326
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316810260754
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316810263061
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316810266554
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1316810268690
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1316810279790
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1316810282378
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1316810288147
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316810306918
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316810308976
started,bundle,com.altera.debug.cdi.gdb.plugin,11.0.0.157,"com.altera.debug.cdi.gdb.plugin",1316810321807
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316810321885
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316810321900
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316810321900
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316810328480
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316810328480
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1316810340999
